id,time,lng,lat,pos_x,pos_y,pos_z,std_x,std_y,std_z,max_x,max_y,max_z,temp
AV333,2022-01-17 09:43:49,-3.591287098,37.164995804,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-17 10:13:48,-3.591226062,37.16505684,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-17 10:43:57,-3.591271839,37.164980545,2048,16384,2048,0,0,223.984,0,0,359.168,11.22
AV333,2022-01-17 11:14:00,-3.591332876,37.164919509,2048,16384,2048,0,0,0,359.168,0,359.168,14.314
AV333,2022-01-17 11:44:06,-3.59125658,37.165026322,2048,16384,2048,0,0,0,0,0,359.168,17.407
AV333,2022-01-17 12:14:13,-3.591241321,37.165041581,2048,16384,2048,0,0,0,359.168,0,359.168,19.882
AV333,2022-01-17 12:44:25,-3.591119249,37.165011063,2048,16384,2048,0,0,0,0,0,359.168,21.738
AV333,2022-01-17 13:14:25,-3.590981918,37.164995804,2048,16384,2048,0,0,0,0,0,359.168,24.212
AV333,2022-01-17 14:45:07,-3.591119249,37.164965286,2048,16384,2048,0,0,0,0,0,359.168,25.45
AV333,2022-01-17 15:14:49,-3.591393912,37.165072099,2048,16384,2048,0,0,223.984,0,0,359.168,21.119
AV333,2022-01-17 15:44:55,-3.591363394,37.16505684,2048,16384,2048,0,0,0,0,0,359.168,18.026
AV333,2022-01-17 16:15:05,-3.591454948,37.165011063,2048,16384,2048,0,0,0,0,0,359.168,16.17
AV333,2022-01-17 16:45:10,-3.591515984,37.16505684,2048,16384,2048,0,0,0,359.168,0,359.168,14.314
AV333,2022-01-17 17:15:15,-3.591515984,37.165087358,2048,16384,2048,0,0,0,359.168,0,359.168,13.076
AV333,2022-01-17 17:45:53,-3.591485466,37.164980545,2048,16384,2048,0,0,0,0,0,359.168,11.839
AV333,2022-01-17 18:15:55,-3.591393912,37.16505684,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-17 18:45:35,-3.591470207,37.165011063,2048,16384,2048,0,0,0,359.168,0,359.168,10.602
AV333,2022-01-17 19:15:45,-3.591363394,37.164675364,2048,16384,2048,0,0,0,359.168,0,359.168,10.602
AV333,2022-01-17 19:45:43,-3.591638056,37.165117876,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-17 20:15:49,-3.59157702,37.165117876,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-17 20:45:55,-3.591668574,37.165117876,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-17 21:46:07,-3.591744869,37.164995804,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-17 22:16:37,-3.591668574,37.164995804,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-17 22:46:16,-3.591500725,37.165041581,2048,16384,2048,0,0,0,359.168,0,359.168,10.602
AV333,2022-01-17 23:16:22,-3.591531243,37.16505684,2048,16384,2048,0,0,0,359.168,0,359.168,10.602
AV333,2022-01-17 23:46:29,-3.591470207,37.165041581,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-18 00:16:34,-3.591531243,37.165041581,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-18 00:46:51,-3.591439689,37.164995804,2048,16384,2048,0,0,223.984,0,0,359.168,10.602
AV333,2022-01-18 01:16:45,-3.590981918,37.164812696,2048,16384,2048,0,0,0,359.168,0,359.168,10.602
AV333,2022-01-18 01:46:57,-3.591638056,37.16490425,2048,16384,2048,0,0,0,359.168,0,359.168,10.602
AV333,2022-01-18 02:17:25,-3.591409171,37.165072099,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-18 02:17:25,-3.591409171,37.165072099,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-18 02:47:25,-3.591500725,37.165026322,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-18 02:47:25,-3.591500725,37.165026322,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-18 03:17:04,-3.591515984,37.164980545,0,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-18 03:47:09,-3.591500725,37.164995804,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-18 04:17:37,-3.591515984,37.165041581,2048,16384,2048,0,0,0,359.168,0,359.168,10.602
AV333,2022-01-18 04:47:20,-3.591546502,37.165072099,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-18 05:17:33,-3.591561761,37.165133135,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-18 05:47:37,-3.59157702,37.165102617,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-18 06:18:07,-3.591622797,37.165102617,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-18 06:47:45,-3.591638056,37.165194171,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-18 07:17:56,-3.591515984,37.16505684,2048,16384,2048,0,0,0,359.168,0,359.168,10.602
AV333,2022-01-18 07:47:53,-3.591653315,37.165194171,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-18 08:18:07,-3.591561761,37.165117876,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-18 08:48:17,-3.591714351,37.165270466,2048,16384,2048,0,0,223.984,0,0,359.168,10.602
AV333,2022-01-18 09:18:18,-3.591607538,37.165468833,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-18 09:48:37,-3.591378653,37.165590906,2048,16384,2048,0,0,0,359.168,0,359.168,10.602
AV333,2022-01-18 10:18:22,-3.59142443,37.165041581,2048,16384,2048,0,0,0,359.168,0,359.168,10.602
AV333,2022-01-18 10:48:39,-3.591226062,37.164980545,2048,16384,2048,0,0,0,359.168,0,359.168,11.839
AV333,2022-01-18 11:18:33,-3.591409171,37.165026322,2048,16384,2048,0,0,0,359.168,0,359.168,14.932
AV333,2022-01-18 11:48:40,-3.591393912,37.164919509,2048,16384,2048,0,0,0,0,0,359.168,17.407
AV333,2022-01-18 12:18:50,-3.59157702,37.165346761,2048,16384,2048,0,0,0,0,0,359.168,19.882
AV333,2022-01-18 12:48:51,-3.591348135,37.164827955,2048,16384,2048,0,0,0,359.168,0,359.168,22.356
AV333,2022-01-18 13:18:59,-3.591302358,37.164797436,2048,16384,2048,0,0,0,0,0,359.168,23.594
AV333,2022-01-18 13:49:05,-3.591393912,37.165224689,2048,16384,2048,0,0,0,0,0,359.168,24.831
AV333,2022-01-18 14:19:20,-3.59142443,37.165041581,2048,16384,2048,0,0,0,0,0,359.168,25.45
AV333,2022-01-18 15:19:25,-3.591561761,37.164950027,2048,16384,2048,0,0,0,0,0,359.168,20.5
AV333,2022-01-18 15:49:32,-3.591546502,37.165026322,2048,16384,2048,0,0,0,0,0,359.168,18.026
AV333,2022-01-18 16:19:37,-3.591210803,37.164965286,2048,16384,2048,0,0,223.984,0,0,359.168,16.17
AV333,2022-01-18 16:49:44,-3.591592279,37.164873732,2048,16384,2048,0,0,0,0,0,359.168,14.932
AV333,2022-01-18 17:19:55,-3.591241321,37.165148394,2048,16384,2048,0,0,0,0,0,359.168,13.076
AV333,2022-01-18 17:50:26,-3.591454948,37.164995804,2048,16384,2048,0,0,0,0,0,359.168,11.839
AV333,2022-01-18 18:20:27,-3.591500725,37.165026322,2048,16384,2048,0,0,0,359.168,0,359.168,10.602
AV333,2022-01-18 18:50:09,-3.591500725,37.165041581,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-18 19:20:12,-3.591500725,37.165087358,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-18 19:50:19,-3.591561761,37.165072099,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-18 20:20:25,-3.591531243,37.16505684,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-18 20:50:42,-3.591332876,37.165102617,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-18 21:20:43,-3.59125658,37.165148394,2048,16384,2048,0,0,0,359.168,0,359.168,10.602
